15,25,41,42,45,54,0,39,3505
2,22,29,31,41,55,0,52,3086
10,25,50,52,57,60,0,76,4703
7,31,36,45,56,57,0,54,4145
9,13,15,37,41,42,4,188,10483
6,21,33,44,46,47,1,30,3826
25,28,38,41,57,59,0,103,6244
11,31,35,40,56,57,0,74,5485
4,7,21,22,28,56,0,203,13497
11,16,20,23,32,47,0,180,13705
19,24,33,47,50,60,0,204,14735
8,27,44,51,53,60,3,283,21593
2,16,32,37,43,57,0,93,5429
3,10,23,30,34,46,0,80,6425
16,32,34,35,41,56,0,50,4862
21,36,40,49,54,55,0,60,4247
7,25,41,42,43,55,0,203,15545
15,23,30,34,49,55,0,180,12813
4,17,26,32,51,54,2,354,22122
11,12,24,37,44,56,0,126,7260
1,4,21,22,30,56,0,66,6381
16,19,20,32,44,55,0,80,6812
2,21,26,32,34,52,0,91,6319
1,4,5,19,28,34,1,175,11706
7,12,50,54,55,60,0,53,3615
13,15,20,33,43,58,0,65,5581
4,6,33,43,59,60,0,120,8956
5,16,20,30,54,56,0,91,7281
11,20,48,53,58,60,0,108,8838
8,9,26,43,50,53,0,136,12752
1,5,13,25,31,33,2,979,50364
7,16,34,41,50,53,0,64,3855
2,23,38,46,48,54,0,89,6687
1,8,45,46,55,58,0,46,4076
5,6,10,21,33,47,0,111,10133
17,18,19,25,49,52,0,110,8717
5,9,27,35,40,45,1,228,16867
14,24,26,29,31,54,0,43,4385
9,10,24,36,56,58,0,70,5491
10,17,23,27,47,52,1,92,7241
11,13,18,26,39,47,0,142,7420
16,19,30,37,38,48,0,41,3737
22,39,45,53,57,59,0,79,5172
4,26,38,40,52,56,0,95,5404
10,15,18,22,31,55,0,99,6996
4,23,31,47,58,59,0,58,6137
5,16,20,25,30,58,0,192,14673
5,11,31,38,47,53,1,188,12864
9,14,23,24,33,36,1,76,6064
25,28,34,42,48,54,1,36,2126
7,8,14,30,32,36,1,75,5358
12,32,37,41,50,56,0,17,1173
29,35,37,44,47,56,0,59,3739
3,13,25,33,47,60,1,110,5633
6,9,11,17,18,50,0,82,4763
6,7,20,25,30,36,0,29,2197
7,25,26,30,40,57,0,56,4869
5,16,17,18,22,41,0,71,4870
13,23,24,34,45,53,0,116,8670
5,6,7,12,28,35,0,167,10185
22,25,28,41,45,57,2,130,7434
7,12,24,31,44,50,0,36,2055
3,20,42,46,51,52,0,29,2348
1,20,28,33,36,41,0,25,1920
5,22,23,24,34,60,1,50,4372
2,5,7,33,49,53,0,33,2049
24,27,28,38,41,57,0,48,4820
9,26,48,49,57,58,0,28,2892
12,25,30,40,41,60,0,101,6361
7,13,17,30,37,47,1,215,12861
7,11,34,41,42,59,0,58,3274
5,11,27,38,53,60,0,47,3770
19,30,41,47,56,57,0,28,2294
13,16,17,26,41,44,0,44,3962
4,11,25,29,39,55,1,62,5173
4,11,25,39,50,55,1,3001,2997
2,14,28,29,31,32,0,81,5093
22,24,30,32,38,41,0,31,2871
14,23,30,41,47,50,0,76,4985
14,16,24,37,38,53,0,61,5547
5,32,34,37,40,58,0,93,5542
12,21,22,28,43,50,1,43,4598
6,24,28,43,51,56,0,104,4093
16,20,27,30,35,48,0,23,2088
3,19,20,31,40,53,1,46,3071
12,16,17,19,23,48,0,52,3342
20,22,27,47,50,53,0,77,4916
4,11,31,32,48,49,0,55,3729
11,18,29,44,47,56,0,87,7835
26,31,33,40,49,54,0,56,4244
8,15,22,25,30,47,0,211,12192
1,3,4,21,23,53,2,256,15646
21,23,40,44,51,52,0,27,2674
29,32,33,38,46,48,0,16,2112
5,7,14,21,23,51,1,100,7121
10,11,12,24,35,40,0,40,2904
2,4,14,23,37,51,0,120,7914
1,13,20,27,35,37,0,70,6408
23,28,29,34,42,44,0,83,6713
4,27,35,44,52,53,0,93,6221
14,23,24,26,41,51,2,1200,8839
7,23,33,43,57,59,0,24,2134
2,18,22,26,30,54,0,68,4141
4,14,16,31,52,54,0,34,3454
1,4,9,36,46,48,0,43,3245
5,12,13,16,27,50,0,76,6908
9,10,12,33,42,60,0,121,6970
5,16,22,23,43,56,0,166,11103
16,29,34,49,51,54,0,93,5578
4,6,7,12,24,41,2,246,17023
10,12,14,33,35,36,0,46,3487
11,22,46,51,56,58,1,27,2170
7,12,41,46,56,60,0,20,1589
1,10,12,26,48,52,0,72,4730
19,30,33,39,40,52,0,19,1547
8,9,28,32,38,54,0,46,3264
10,15,23,30,43,57,0,80,5012
15,16,24,41,59,60,0,98,5832
7,20,25,44,47,49,0,161,8080
19,23,30,46,55,60,0,89,6862
7,16,38,40,41,52,1,93,6184
2,14,22,23,37,60,0,50,4711
5,19,21,54,56,58,0,32,2415
2,30,32,35,45,53,0,34,3265
12,17,21,32,40,42,0,84,5798
13,19,20,29,31,54,0,56,3953
23,24,29,47,53,55,0,133,8382
16,28,31,41,45,59,0,98,5236
7,20,33,37,46,56,1,110,8313
19,29,39,47,49,54,0,27,2225
5,29,44,51,57,59,1,76,3315
19,23,34,37,52,58,1,45,2433
4,6,7,15,21,51,0,41,3489
10,12,27,33,49,52,1,71,3040
13,29,32,38,44,50,0,53,3220
1,14,21,35,42,60,1,46,4167
1,4,40,42,51,54,0,40,3230
4,18,23,33,39,60,0,47,3979
16,17,24,39,46,57,2,85,6743
1,5,10,24,31,33,0,52,3292
2,5,16,26,44,54,0,80,3326
1,5,9,42,51,58,0,33,2359
10,13,25,35,43,48,0,110,6956
3,12,19,27,45,46,0,87,5468
5,38,41,45,48,55,0,36,3115
24,33,40,41,55,59,0,32,2830
13,22,30,31,47,57,0,206,7186
9,10,28,46,55,56,0,85,7295
31,34,37,38,53,54,0,68,6291
14,22,48,50,53,56,0,73,6573
24,28,40,47,50,52,0,151,10644
5,12,16,18,22,24,2,759,37449
17,35,36,39,43,54,0,70,5236
22,28,29,43,47,48,0,40,2998
23,36,48,52,53,58,0,46,4293
5,14,18,43,46,54,0,63,4169
7,12,22,34,38,53,1,171,10722
4,7,15,16,35,40,0,44,2740
15,23,31,39,47,49,1,68,3591
6,12,35,36,40,50,0,31,1949
5,15,35,42,45,49,0,47,4815
10,11,14,20,31,58,1,27,2328
6,18,34,42,45,47,0,63,4201
1,2,5,24,32,46,0,61,4026
7,16,22,28,36,37,1,63,5106
11,16,27,47,55,59,0,20,1730
10,13,28,29,54,59,0,75,4875
11,18,43,44,50,53,0,33,2853
5,16,27,43,56,58,0,146,7787
7,16,27,31,46,60,0,48,4099
1,24,28,38,40,58,0,66,4364
24,29,34,47,57,60,0,67,4579
2,12,32,38,47,48,0,78,6557
2,18,22,49,51,57,0,90,6383
14,28,33,44,49,56,1,269,13970
18,25,26,31,34,49,0,23,1958
8,24,31,36,38,55,0,101,5799
10,12,31,38,45,56,0,91,5115
5,12,14,21,45,59,0,89,8542
2,4,29,33,35,53,0,102,7746
16,26,35,45,52,58,1,51,5527
1,4,27,38,42,44,0,40,2415
1,13,23,33,54,56,0,44,4032
7,12,21,25,34,42,0,78,5218
8,15,32,45,49,52,2,82,5133
9,16,41,42,52,53,0,30,1594
12,29,30,43,57,59,0,83,5614
5,35,37,38,45,51,0,47,4716
12,37,43,55,56,60,0,80,6516
8,22,32,33,40,53,0,66,4178
18,27,29,36,46,59,0,91,7389
6,10,16,34,42,47,1,279,17411
7,30,32,37,50,54,0,58,3139
3,13,14,24,43,51,0,48,3563
8,28,30,32,46,60,0,48,3734
17,26,32,36,43,55,0,44,3300
8,10,21,25,38,50,1,85,6944
26,37,40,47,52,58,0,20,1184
4,13,17,27,39,50,0,54,4278
16,17,28,30,36,54,0,31,2332
4,10,17,24,30,54,0,84,4870
10,11,17,31,37,43,0,55,3243
1,6,7,29,48,57,0,47,4696
7,10,30,44,54,59,0,33,2829
3,5,11,14,38,48,0,65,6276
13,20,29,42,43,57,0,65,4407
3,5,23,30,46,47,0,139,10120
2,10,15,21,58,59,0,121,6941
6,15,23,31,37,59,1,135,9944
11,17,26,36,48,52,0,47,3738
3,24,33,48,52,57,0,43,3332
7,20,31,32,50,53,0,31,3101
8,11,12,17,20,47,2,65,5039
15,24,25,33,42,55,0,55,5613
3,5,9,45,51,52,0,40,2999
1,8,24,34,49,56,0,55,3656
1,9,13,50,51,59,0,108,6194
17,18,23,28,31,53,0,87,7368
11,16,30,36,51,54,0,76,6317
8,20,23,34,52,58,0,120,7882
4,17,24,42,46,56,0,275,16564
2,14,15,17,50,59,0,86,7989
3,17,22,27,33,40,0,221,16964
15,17,24,27,32,48,3,480,31340
13,24,32,34,43,53,0,82,3921
8,15,17,39,43,49,0,62,4197
19,23,30,37,49,55,0,155,9464
15,17,20,29,30,60,0,189,8312
17,19,22,26,27,48,0,212,14463
2,3,7,18,45,53,0,166,15269
6,24,33,38,45,50,1,241,15457
1,22,31,46,51,57,0,19,2175
11,16,28,29,30,45,0,64,3582
8,18,21,22,38,60,0,45,3907
5,6,23,25,39,51,0,58,4701
13,21,26,29,42,47,2,187,8798
8,11,23,37,51,58,0,86,6094
5,31,32,36,51,59,0,76,5490
3,4,12,29,38,51,0,82,6518
7,23,41,49,51,58,0,65,6524
3,12,32,34,40,50,0,56,6910
6,8,19,22,43,52,0,156,13235
17,20,38,43,55,58,0,163,11465
6,8,18,34,38,47,3,279,21958
3,8,21,25,30,31,0,92,4876
20,26,41,46,54,58,0,32,2834
14,33,36,38,41,49,0,112,8589
6,13,22,24,42,44,3,359,19465
12,13,33,53,54,56,0,41,2929
16,18,23,35,44,59,0,90,6279
17,18,19,38,49,53,0,55,4015
19,28,30,38,52,57,0,30,3203
8,14,19,30,42,50,1,55,4325
8,22,25,48,52,54,2,104,5329
15,30,35,39,43,57,0,46,2699
17,28,33,36,53,59,0,67,5107
5,11,23,29,54,58,1,148,8438
1,9,15,22,43,55,1,81,4221
2,6,15,18,56,57,0,26,2629
3,18,20,24,42,54,0,79,5294
18,20,28,32,49,53,0,32,2766
8,15,29,36,49,60,0,48,5313
10,19,20,29,41,59,0,31,3495
9,13,20,32,41,58,0,72,5439
2,6,28,49,50,57,0,58,4592
1,4,5,11,44,59,1,126,8903
21,29,35,36,38,54,1,73,6818
16,27,28,34,39,56,0,43,3037
7,13,21,24,33,50,2,268,9549
7,10,21,27,48,49,0,40,2934
8,11,19,30,39,50,0,54,4006
3,20,28,46,47,52,0,30,2559
4,15,31,34,37,38,0,65,4735
3,5,27,33,44,58,2,212,6604
5,10,15,45,46,56,0,33,3025
28,32,33,34,35,55,0,39,2852
1,4,30,41,45,58,2,70,4392
3,4,8,34,36,37,0,50,3155
4,8,31,40,53,58,3,41,2277
10,19,27,33,39,46,0,46,2427
15,36,40,42,51,52,0,20,1209
15,16,39,45,48,57,0,33,2636
5,13,24,33,34,35,0,164,7718
7,8,28,32,38,51,0,36,3262
5,8,10,15,18,44,0,182,8653
9,15,19,22,36,42,0,111,7018
9,12,17,32,34,35,0,166,10884
15,25,28,32,38,45,0,166,10610
6,14,15,25,49,52,0,118,8280
28,39,40,44,45,58,0,123,9692
19,29,34,41,47,48,1,180,17156
8,10,24,26,32,49,2,153,9640
3,21,31,36,55,59,0,34,2444
6,14,17,26,50,52,0,23,2091
8,12,28,31,34,37,0,67,4827
1,13,33,38,45,56,15,87,4758
1,6,21,25,32,49,0,49,3771
1,3,7,18,35,50,0,96,5188
4,9,12,13,52,53,0,69,5314
13,18,21,27,53,59,0,82,5129
3,8,23,31,48,57,1,107,6559
6,14,28,47,49,56,1,59,4136
14,15,22,23,25,37,0,49,3217
3,7,19,34,37,39,1,128,5345
3,25,43,45,52,56,0,36,2657
6,16,19,47,50,55,0,21,1908
4,22,28,30,44,49,0,84,4535
13,27,49,52,57,58,1,54,4879
4,6,19,28,35,49,0,42,2800
35,37,42,46,49,54,1,78,2557
11,17,33,34,47,56,0,39,2415
17,29,35,40,43,57,1,102,4315
4,5,13,17,46,54,0,32,3003
4,13,28,30,53,59,1,42,2599
14,47,49,51,58,59,0,9,965
8,13,22,46,51,58,0,34,2772
16,17,38,39,45,56,0,39,2948
12,21,46,48,56,57,0,35,3027
9,22,47,49,52,54,0,69,4299
4,43,46,53,54,58,0,42,3308
15,29,31,42,47,60,0,64,4812
5,23,31,33,45,49,1,152,10733
8,10,17,30,33,45,0,20,1699
8,12,18,23,38,49,0,59,3777
7,14,31,57,58,59,0,21,2000
6,13,17,25,36,53,1,75,4460
2,11,18,30,32,58,0,44,2585
1,20,36,39,49,55,0,32,2743
16,23,35,37,55,57,0,117,5150
5,8,23,34,44,51,0,90,6007
10,13,20,32,38,49,0,46,4446
7,31,34,35,37,45,0,57,6804
6,13,17,18,20,37,0,176,13032
11,31,38,41,57,58,0,69,5787
13,17,22,25,29,41,0,457,24931
3,9,14,15,32,57,1,434,29922
15,32,33,35,36,51,0,84,7539
12,13,14,31,50,51,0,69,5572
3,9,16,20,33,60,0,162,9940
6,17,22,29,40,59,0,82,8272
2,10,17,23,32,44,0,162,12691
5,18,21,29,35,48,2,470,21660
7,8,18,39,43,52,0,27,1978
8,23,24,28,31,47,0,57,4579
3,18,23,48,56,58,1,62,3639
4,9,15,17,34,39,1,90,5172
15,16,18,28,38,47,0,56,4097
14,17,25,30,39,52,1,56,4429
13,29,40,45,51,59,0,29,1943
6,7,20,41,43,55,0,36,2157
7,8,23,30,32,53,0,49,3278
12,24,33,36,39,57,1,124,7122
11,13,38,39,45,54,0,30,2162
2,18,29,30,36,60,0,36,2436
11,13,45,46,53,55,0,22,2088
6,7,8,13,33,59,0,152,9005
4,5,18,25,28,51,0,70,5155
1,3,18,34,50,58,0,64,4448
13,14,42,47,55,59,0,60,5062
1,25,27,29,49,59,0,68,5291
10,13,29,47,53,55,0,121,6444
1,2,25,43,50,54,0,89,7230
11,14,28,43,54,60,0,116,6578
22,27,29,40,42,56,0,140,10021
5,16,34,38,50,53,2,234,19229
4,6,9,23,45,51,0,65,4755
16,18,31,34,39,54,0,73,4640
10,19,22,29,30,37,0,75,6002
7,13,38,46,55,60,0,95,6773
4,8,11,12,29,44,1,233,12565
15,25,41,46,49,51,0,15,1422
4,24,44,49,52,53,0,45,3980
6,23,32,35,41,55,1,43,3770
6,11,19,27,41,59,0,48,3059
6,13,19,24,30,37,0,101,5181
2,6,15,58,59,60,0,60,3994
25,30,43,45,47,49,0,62,4044
16,21,22,33,48,49,0,69,4531
15,18,33,50,53,55,0,41,3389
6,13,19,44,54,55,0,108,7101
12,16,31,48,57,60,0,53,4127
5,8,10,27,31,51,0,157,9780
2,12,16,24,26,54,0,90,9236
3,5,25,33,36,49,2,289,17341
3,8,10,13,24,60,0,86,4992
8,12,14,16,19,46,0,101,5924
1,3,13,22,29,32,0,87,5886
26,29,31,49,50,57,0,40,3837
19,27,29,38,50,59,0,49,3560
9,23,30,42,49,55,0,124,6915
8,23,34,39,43,52,1,108,7284
12,24,32,40,42,59,0,49,4056
7,8,18,22,39,49,0,52,5096
1,13,19,45,56,58,0,112,8049
8,16,22,30,56,58,1,76,5510
15,16,39,40,47,51,1,15,1865
12,16,20,45,53,60,0,33,2972
1,20,28,32,44,47,1,46,3548
2,19,28,48,51,54,0,26,1962
5,11,22,27,46,50,0,58,3524
10,13,24,41,42,56,0,54,3752
8,20,26,37,42,49,0,58,3646
26,28,30,32,34,50,0,74,3170
11,18,43,48,52,58,0,29,3560
10,11,36,41,42,50,0,65,4518
13,35,39,45,51,60,0,72,5473
12,19,42,46,59,60,0,129,8094
1,9,13,17,33,34,1,366,20840
17,36,40,44,51,56,0,28,1988
14,24,37,40,42,45,0,41,2694
14,27,29,31,34,57,0,81,4433
3,24,48,52,53,54,0,39,4345
10,13,32,47,49,60,0,79,6173
11,12,14,19,54,56,1,50,5432
5,23,29,42,45,48,3,139,4869
9,24,33,41,48,54,0,31,2156
10,24,25,29,53,59,0,29,2765
26,28,39,45,48,60,0,36,4356
10,18,20,24,56,57,0,41,3874
5,9,19,24,31,34,0,74,6274
6,10,11,40,41,56,1,66,4745
1,26,37,39,43,48,0,23,2722
35,36,37,46,51,59,0,24,2623
16,20,33,58,59,60,1,56,3995
3,6,11,20,36,41,0,31,2883
14,29,34,40,51,52,0,22,1390
5,11,38,46,53,54,0,58,4204
4,27,36,40,42,55,0,64,4211
4,18,23,25,56,60,0,79,5525
1,27,30,49,51,55,0,64,4020
1,12,36,38,55,59,0,74,4971
7,8,18,25,47,48,0,185,10055
7,16,26,29,45,55,0,77,8122
1,4,5,16,23,49,1,203,15283
1,2,14,33,49,56,0,53,2814
7,24,27,40,41,49,1,32,2427
22,37,42,48,58,59,0,24,2895
9,16,27,38,39,51,0,67,4259
24,28,34,38,43,53,0,54,4411
6,11,20,34,37,40,0,72,4792
18,22,29,32,38,42,0,96,5586
24,25,30,42,43,50,0,67,5204
9,15,32,41,42,49,0,94,7583
8,10,25,32,48,55,0,284,12803
14,31,40,42,44,46,0,115,9797
3,21,25,37,54,58,1,448,22087
2,3,5,22,26,44,0,188,11222
21,25,38,53,58,59,0,62,5210
4,27,36,37,47,60,0,62,5647
2,11,12,35,40,43,0,79,5680
17,19,33,37,40,50,0,81,7103
5,12,27,33,43,56,1,347,15404
4,5,15,26,33,54,0,47,3901
1,7,14,41,48,59,0,28,2887
11,21,30,35,47,52,0,38,2757
6,7,31,49,51,60,0,29,2998
8,12,15,41,47,53,0,90,5446
8,16,37,50,55,58,0,54,3896
11,18,33,57,58,60,0,71,4995
13,14,17,31,41,50,0,152,7170
15,19,29,37,41,53,0,114,7087
6,11,13,21,40,52,0,76,6333
9,16,34,37,53,57,2,195,10814
28,31,32,35,51,53,0,27,2895
8,12,22,27,43,55,0,43,3981
17,23,48,50,53,54,0,54,3752
2,3,14,24,31,40,0,53,3584
1,13,23,31,48,60,0,103,5623
1,18,45,56,57,58,0,47,3663
2,11,24,27,30,45,0,123,7343
2,4,18,27,34,50,0,56,5784
3,11,13,15,26,43,0,144,11514
2,7,10,17,22,60,0,282,15980
1,8,10,36,43,51,2,140,12461
7,9,13,39,45,47,0,102,5998
4,6,9,22,29,44,0,106,5202
5,25,34,39,46,49,0,48,4608
5,10,33,40,41,59,0,79,5840
7,8,35,43,53,58,0,97,5637
1,12,16,26,46,54,0,67,5838
7,8,17,35,39,53,0,113,10955
4,12,24,33,36,54,3,237,13134
2,7,16,29,32,50,1,37,2512
6,17,23,28,35,41,0,68,3816
7,21,33,35,39,58,0,41,2893
3,32,37,39,47,53,0,63,3553
12,31,44,51,54,56,0,20,2606
3,14,23,25,36,55,0,99,6723
9,18,36,44,57,60,0,85,5334
1,6,16,36,50,52,0,49,4000
17,27,34,48,51,55,0,102,6190
3,9,35,37,41,49,2,343,20451
1,5,7,37,40,47,0,35,2838
4,12,14,30,42,59,0,29,2688
8,13,24,32,42,44,0,81,5381
5,18,33,43,56,57,1,51,5041
2,15,16,45,50,54,0,34,2824
6,15,16,23,28,35,0,88,6659
6,17,19,49,50,53,0,65,4196
2,12,26,31,43,46,0,67,5110
27,29,43,44,45,54,1,58,3984
9,15,38,40,42,52,0,33,3043
1,21,38,41,49,56,0,19,2190
